protein_id	label	y	cluster	genome_family	host_domain	host_layer	length	split	lofo
OR532874_37	depolymerase	1	PV112477_1	Unclassified	bacteria	known	692	test	train
OR855706_45	depolymerase	1	OR855706_45	Autotranscriptaviridae	bacteria	known	785	val	test
PV588654_3	depolymerase	1	OR855706_45	Unclassified	bacteria	known	785	val	train
MW042806_40	depolymerase	1	OR855706_45	Autotranscriptaviridae	bacteria	known	785	val	test
OK138555_3	depolymerase	1	OK138555_3	Drexlerviridae	bacteria	known	693	val	train
OR700190_30	depolymerase	1	OK138555_3	Drexlerviridae	bacteria	known	693	val	train
PP978614_41	depolymerase	1	OK138555_3	Unclassified	bacteria	known	693	val	train
PX833378.1_21	depolymerase	1	PX833378.1_21	Unclassified	bacteria	known	857	test	train
PX833362.1_22	depolymerase	1	PX833378.1_21	Unclassified	bacteria	known	857	test	train
OP413832_38	depolymerase	1	PX833378.1_21	Drexlerviridae	bacteria	known	829	test	train
PV112478_194	depolymerase	1	PV112478_194	Unclassified	bacteria	known	756	val	train
MN871453_72	depolymerase	1	PV112478_194	Unclassified	bacteria	known	756	val	train
NC_061421_306	depolymerase	1	PV112478_194	Chimalliviridae	bacteria	known	756	val	train
OR532817_422	depolymerase	1	OR532817_422	Unclassified	bacteria	known	892	train	train
NC_019526_538	depolymerase	1	OR532817_422	Unclassified	bacteria	known	892	train	train
OP617745_441	depolymerase	1	OR532817_422	Unclassified	bacteria	known	892	train	train
PV528436_41	depolymerase	1	PV528436_41	Autotranscriptaviridae	bacteria	known	434	test	test
OU342754_50	depolymerase	1	PV528436_41	Unclassified	bacteria	known	434	test	train
OR296322_42	depolymerase	1	PV528436_41	Autotranscriptaviridae	bacteria	known	430	test	test
PQ571300_45	depolymerase	1	PQ571300_45	Unclassified	bacteria	known	772	train	train
OR287806_42	depolymerase	1	PQ571300_45	Autotranscriptaviridae	bacteria	known	772	train	test
OR532797_42	depolymerase	1	PQ571300_45	Unclassified	bacteria	known	772	train	train
ON602753_40	depolymerase	1	ON602753_40	Autotranscriptaviridae	bacteria	known	985	val	test
PQ571299_1	depolymerase	1	ON602753_40	Unclassified	bacteria	known	171	val	train
PQ738176_42	depolymerase	1	ON602753_40	Unclassified	bacteria	known	131	val	train
PV402695_41	depolymerase	1	PV402695_41	Unclassified	bacteria	known	856	train	train
PQ133628_39	depolymerase	1	PV402695_41	Unclassified	bacteria	known	819	train	train
PP889476_43	depolymerase	1	PV402695_41	Unclassified	bacteria	known	819	train	train
MN101227_41	depolymerase	1	MN101227_41	Autotranscriptaviridae	bacteria	known	771	train	test
OP013026_16	depolymerase	1	MN101227_41	Autotranscriptaviridae	bacteria	known	771	train	test
PX694426.1_43	depolymerase	1	MN101227_41	Autotranscriptaviridae	bacteria	known	771	train	test
NC_004775_21	depolymerase	1	NC_004775_21	Unclassified	bacteria	known	1071	train	train
OR757455_23	depolymerase	1	NC_004775_21	Unclassified	bacteria	known	1071	train	train
OR757456_20	depolymerase	1	NC_004775_21	Unclassified	bacteria	known	128	train	train
NC_070650_228	depolymerase	1	NC_070650_228	Chimalliviridae	bacteria	known	592	test	train
MN871445_186	depolymerase	1	NC_070650_228	Unclassified	bacteria	known	592	test	train
PX437953_10	depolymerase	1	NC_070650_228	Unclassified	bacteria	known	592	test	train
PP738768_43	depolymerase	1	PP738768_43	Unclassified	bacteria	known	676	train	train
PQ066595_199	depolymerase	1	PP738768_43	Ackermannviridae	bacteria	known	676	train	train
PV683293_141	depolymerase	1	PP738768_43	Ackermannviridae	bacteria	known	676	train	train
PP738763_34	depolymerase	1	PP738763_34	Unclassified	bacteria	known	843	train	train
ON602751_20	depolymerase	1	PP738763_34	Schitoviridae	bacteria	known	839	train	train
ON602749_14	depolymerase	1	PP738763_34	Schitoviridae	bacteria	known	839	train	train
ON809559_43	depolymerase	1	ON809559_43	Autoscriptoviridae	bacteria	known	859	val	train
NC_028670_45	depolymerase	1	ON809559_43	Autoscriptoviridae	bacteria	known	859	val	train
PX670405.1_51	depolymerase	1	ON809559_43	Unclassified	bacteria	known	859	val	train
NC_047779_47	depolymerase	1	NC_047779_47	Autoscriptoviridae	bacteria	known	795	train	train
PX670403.1_49	depolymerase	1	NC_047779_47	Unclassified	bacteria	known	795	train	train
PQ362313_40	depolymerase	1	NC_047779_47	Autoscriptoviridae	bacteria	known	795	train	train
PV253913_1	depolymerase	1	PV253913_1	Autoscriptoviridae	bacteria	known	631	test	train
NC_013649_58	depolymerase	1	PV253913_1	Autoscriptoviridae	bacteria	known	631	test	train
OP413829_56	depolymerase	1	PV253913_1	Autoscriptoviridae	bacteria	known	631	test	train
OR532889_22	depolymerase	1	OR532889_22	Unclassified	bacteria	known	652	train	train
NC_028786_73	depolymerase	1	OR532889_22	Drexlerviridae	bacteria	known	645	train	train
PP836963_71	depolymerase	1	OR532889_22	Unclassified	bacteria	known	645	train	train
PQ133597_17	depolymerase	1	PQ133597_17	Unclassified	bacteria	known	721	test	train
OM065843_27	depolymerase	1	PQ133597_17	Drexlerviridae	bacteria	known	721	test	train
PQ133595_68	depolymerase	1	PQ133597_17	Unclassified	bacteria	known	721	test	train
ON602735_8	depolymerase	1	ON602735_8	Drexlerviridae	bacteria	known	743	train	train
PP738791_23	depolymerase	1	ON602735_8	Unclassified	bacteria	known	743	train	train
OP558004_46	depolymerase	1	ON602735_8	Drexlerviridae	bacteria	known	743	train	train
PP235089_22	depolymerase	1	PP235089_22	Drexlerviridae	bacteria	known	729	val	train
PP889505_20	depolymerase	1	PP235089_22	Unclassified	bacteria	known	729	val	train
MZ602147_53	depolymerase	1	PP235089_22	Unclassified	bacteria	known	592	val	train
PV081217_9	depolymerase	1	PV081217_9	Drexlerviridae	bacteria	known	879	val	train
PP738769_22	depolymerase	1	PV081217_9	Unclassified	bacteria	known	879	val	train
OV877387_21	depolymerase	1	PV081217_9	Drexlerviridae	bacteria	known	878	val	train
PV340598_22	depolymerase	1	PV340598_22	Drexlerviridae	bacteria	known	895	train	train
MZ428228_2	depolymerase	1	PV340598_22	Drexlerviridae	bacteria	known	895	train	train
OY979418_23	depolymerase	1	PV340598_22	Drexlerviridae	bacteria	known	895	train	train
MZ428227_55	depolymerase	1	MZ428227_55	Drexlerviridae	bacteria	known	781	val	train
OX335386_31	depolymerase	1	MZ428227_55	Drexlerviridae	bacteria	known	479	val	train
PX872922.1_60	depolymerase	1	MZ428227_55	Drexlerviridae	bacteria	known	781	val	train
NC_048024_44	depolymerase	1	NC_048024_44	Drexlerviridae	bacteria	known	993	val	train
OR896849_22	depolymerase	1	NC_048024_44	Drexlerviridae	bacteria	known	130	val	train
OM065840_1	depolymerase	1	NC_048024_44	Drexlerviridae	bacteria	known	246	val	train
OR532845_22	depolymerase	1	OR532845_22	Unclassified	bacteria	known	826	train	train
OR532859_23	depolymerase	1	OR532845_22	Unclassified	bacteria	known	826	train	train
MZ172460_17	depolymerase	1	OR532845_22	Drexlerviridae	bacteria	known	826	train	train
OP617745_440	depolymerase	1	OP617745_440	Unclassified	bacteria	known	1321	train	train
PV357746_545	depolymerase	1	OP617745_440	Unclassified	bacteria	known	1321	train	train
PV357744_91	depolymerase	1	OP617745_440	Unclassified	bacteria	known	1321	train	train
PQ227708_76	depolymerase	1	PQ227708_76	Unclassified	bacteria	known	807	train	train
PQ516282_22	depolymerase	1	PQ227708_76	Unclassified	bacteria	known	231	train	train
ON237674_48	depolymerase	1	PQ227708_76	Unclassified	bacteria	known	805	train	train
PP978613_45	depolymerase	1	PP978613_45	Unclassified	bacteria	known	308	test	train
MK135468_10	depolymerase	1	PP978613_45	Autoscriptoviridae	bacteria	known	308	test	train
OK562429_48	depolymerase	1	PP978613_45	Autoscriptoviridae	bacteria	known	308	test	train
NC_047787_10	depolymerase	1	NC_047787_10	Autoscriptoviridae	bacteria	known	319	train	train
PP541514_41	depolymerase	1	NC_047787_10	Unclassified	bacteria	known	319	train	train
PQ374180_25	depolymerase	1	NC_047787_10	Unclassified	bacteria	known	319	train	train
OM864357_44	depolymerase	1	OM864357_44	Autoscriptoviridae	bacteria	known	356	train	train
PP197160_9	depolymerase	1	OM864357_44	Unclassified	bacteria	known	337	train	train
NC_047929_41	depolymerase	1	OM864357_44	Autoscriptoviridae	bacteria	known	349	train	train
PV446873_46	depolymerase	1	PV446873_46	Unclassified	bacteria	known	828	val	train
ON602762_9	depolymerase	1	PV446873_46	Autoscriptoviridae	bacteria	known	828	val	train
OR532821_48	depolymerase	1	PV446873_46	Unclassified	bacteria	known	828	val	train
MZ826764_151	depolymerase	1	MZ826764_151	Ackermannviridae	bacteria	known	1181	train	train
PV588648_36	depolymerase	1	MZ826764_151	Unclassified	bacteria	known	1181	train	train
NC_047900_31	depolymerase	1	MZ826764_151	Ackermannviridae	bacteria	known	1181	train	train
PV588649_37	depolymerase	1	MZ826764_151	Unclassified	bacteria	known	1181	train	train
OX335416_81	depolymerase	1	OX335416_81	Ackermannviridae	bacteria	known	1040	train	train
PP889490_196	depolymerase	1	OX335416_81	Unclassified	bacteria	known	1040	train	train
PP738768_37	depolymerase	1	OX335416_81	Unclassified	bacteria	known	1040	train	train
PP738761_32	depolymerase	1	OX335416_81	Unclassified	bacteria	known	1040	train	train
ON323462_169	depolymerase	1	ON323462_169	Ackermannviridae	bacteria	known	1027	train	train
OX335402_48	depolymerase	1	ON323462_169	Ackermannviridae	bacteria	known	1027	train	train
ON399185_209	depolymerase	1	ON323462_169	Ackermannviridae	bacteria	known	590	train	train
ON399185_1	depolymerase	1	ON323462_169	Ackermannviridae	bacteria	known	437	train	train
OR502445_130	depolymerase	1	OR502445_130	Ackermannviridae	bacteria	known	961	train	train
MZ634341_191	depolymerase	1	OR502445_130	Ackermannviridae	bacteria	known	961	train	train
OX335405_46	depolymerase	1	OR502445_130	Ackermannviridae	bacteria	known	961	train	train
NC_047932_113	depolymerase	1	OR502445_130	Ackermannviridae	bacteria	known	961	train	train
PP738763_30	depolymerase	1	PP738763_30	Unclassified	bacteria	known	1073	train	train
NC_022343_132	depolymerase	1	PP738763_30	Ackermannviridae	bacteria	known	1073	train	train
PP974338_7	depolymerase	1	PP738763_30	Ackermannviridae	bacteria	known	1073	train	train
PP889479_181	depolymerase	1	PP738763_30	Unclassified	bacteria	known	1073	train	train
OR532809_40	depolymerase	1	OR532809_40	Unclassified	bacteria	known	722	test	train
OR532907_40	depolymerase	1	OR532809_40	Unclassified	bacteria	known	722	test	train
OR532880_40	depolymerase	1	OR532809_40	Unclassified	bacteria	known	722	test	train
NC_042041_41	depolymerase	1	OR532809_40	Unclassified	bacteria	known	722	test	train
PQ133606_9	depolymerase	1	PQ133606_9	Unclassified	bacteria	known	799	val	train
PX674087_46	depolymerase	1	PQ133606_9	Unclassified	bacteria	known	799	val	train
OR532825_51	depolymerase	1	PQ133606_9	Unclassified	bacteria	known	799	val	train
OQ689084_56	depolymerase	1	PQ133606_9	Autoscriptoviridae	bacteria	known	799	val	train
OY757067_103	depolymerase	1	OY757067_103	Unclassified	bacteria	known	608	test	train
PQ569692_98	depolymerase	1	OY757067_103	Unclassified	bacteria	known	608	test	train
NC_048873_52	depolymerase	1	OY757067_103	Unclassified	bacteria	known	608	test	train
NC_048656_29	depolymerase	1	OY757067_103	Unclassified	bacteria	known	607	test	train
OQ921102_36	depolymerase	1	OQ921102_36	Autotranscriptaviridae	bacteria	known	405	train	test
PQ133611_11	depolymerase	1	OQ921102_36	Unclassified	bacteria	known	398	train	train
ON148528_44	depolymerase	1	OQ921102_36	Autotranscriptaviridae	bacteria	known	405	train	test
PX670415.1_39	depolymerase	1	OQ921102_36	Unclassified	bacteria	known	405	train	train
NC_092456_35	depolymerase	1	NC_092456_35	Autotranscriptaviridae	bacteria	known	597	train	test
PP915726_7	depolymerase	1	NC_092456_35	Autotranscriptaviridae	bacteria	known	597	train	test
NC_011043_42	depolymerase	1	NC_092456_35	Autotranscriptaviridae	bacteria	known	597	train	test
PP738800_35	depolymerase	1	NC_092456_35	Unclassified	bacteria	known	597	train	train
PP889456_51	depolymerase	1	PP889456_51	Unclassified	bacteria	known	1002	val	train
PP889455_51	depolymerase	1	PP889456_51	Unclassified	bacteria	known	1002	val	train
PP889454_51	depolymerase	1	PP889456_51	Unclassified	bacteria	known	1002	val	train
PP889453_51	depolymerase	1	PP889456_51	Unclassified	bacteria	known	1002	val	train
NC_028870_47	depolymerase	1	NC_028870_47	Autoscriptoviridae	bacteria	known	794	train	train
OY978775_59	depolymerase	1	NC_028870_47	Autoscriptoviridae	bacteria	known	794	train	train
MT701589_46	depolymerase	1	NC_028870_47	Autoscriptoviridae	bacteria	known	794	train	train
PQ358941_46	depolymerase	1	NC_028870_47	Unclassified	bacteria	known	794	train	train
OR387546_21	depolymerase	1	OR387546_21	Ackermannviridae	bacteria	known	842	train	train
PQ066595_197	depolymerase	1	OR387546_21	Ackermannviridae	bacteria	known	842	train	train
PP792980_147	depolymerase	1	OR387546_21	Unclassified	bacteria	known	842	train	train
PV588649_39	depolymerase	1	OR387546_21	Unclassified	bacteria	known	842	train	train
MN871453_76	depolymerase	1	MN871453_76	Unclassified	bacteria	known	682	train	train
MN871447_192	depolymerase	1	MN871453_76	Unclassified	bacteria	known	682	train	train
NC_061418_101	depolymerase	1	MN871453_76	Chimalliviridae	bacteria	known	682	train	train
MN871451_175	depolymerase	1	MN871453_76	Unclassified	bacteria	known	682	train	train
PP926511_44	depolymerase	1	PP926511_44	Unclassified	bacteria	known	577	train	train
PX694420.1_42	depolymerase	1	PP926511_44	Autotranscriptaviridae	bacteria	known	577	train	test
PX974331.1_1	depolymerase	1	PP926511_44	Unclassified	bacteria	known	576	train	train
NC_028800_42	depolymerase	1	PP926511_44	Autotranscriptaviridae	bacteria	known	576	train	test
PQ337356_22	depolymerase	1	PQ337356_22	Unclassified	bacteria	known	697	train	train
PX550016_71	depolymerase	1	PQ337356_22	Unclassified	bacteria	known	530	train	train
OR532813_20	depolymerase	1	PQ337356_22	Unclassified	bacteria	known	697	train	train
PQ519586_67	depolymerase	1	PQ337356_22	Drexlerviridae	bacteria	known	690	train	train
PP795939_7	depolymerase	1	PP795939_7	Unclassified	bacteria	known	308	train	train
MN101220_58	depolymerase	1	PP795939_7	Autoscriptoviridae	bacteria	known	308	train	train
MT559526_44	depolymerase	1	PP795939_7	Autoscriptoviridae	bacteria	known	308	train	train
NC_047849_46	depolymerase	1	PP795939_7	Autoscriptoviridae	bacteria	known	308	train	train
NC_013693_173	depolymerase	1	NC_013693_173	Ackermannviridae	bacteria	known	1020	train	train
NC_025452_125	depolymerase	1	NC_013693_173	Ackermannviridae	bacteria	known	1020	train	train
NC_019910_205	depolymerase	1	NC_013693_173	Ackermannviridae	bacteria	known	1020	train	train
NC_049509_1	depolymerase	1	NC_013693_173	Ackermannviridae	bacteria	known	818	train	train
KM209294_5	depolymerase	1	NC_013693_173	Ackermannviridae	bacteria	known	1020	train	train
PQ306799_158	depolymerase	1	PQ306799_158	Ackermannviridae	bacteria	known	1004	train	train
OR776998_155	depolymerase	1	PQ306799_158	Ackermannviridae	bacteria	known	994	train	train
PP239276_107	depolymerase	1	PQ306799_158	Unclassified	bacteria	known	553	train	train
PP533474_200	depolymerase	1	PQ306799_158	Ackermannviridae	bacteria	known	993	train	train
OX461087_56	depolymerase	1	PQ306799_158	Unclassified	bacteria	known	260	train	train
OR915848_34	depolymerase	1	OR915848_34	Autotranscriptaviridae	bacteria	known	1017	train	test
OX335441_7	depolymerase	1	OR915848_34	Autotranscriptaviridae	bacteria	known	1017	train	test
OX335378_44	depolymerase	1	OR915848_34	Autotranscriptaviridae	bacteria	known	623	train	test
PP357452_6	depolymerase	1	OR915848_34	Autotranscriptaviridae	bacteria	known	1017	train	test
OX335378_45	depolymerase	1	OR915848_34	Autotranscriptaviridae	bacteria	known	346	train	test
PX577203_39	depolymerase	1	PX577203_39	Unclassified	bacteria	known	870	train	train
OR067836_40	depolymerase	1	PX577203_39	Autotranscriptaviridae	bacteria	known	870	train	test
NC_013647_42	depolymerase	1	PX577203_39	Autotranscriptaviridae	bacteria	known	870	train	test
PV550976_29	depolymerase	1	PX577203_39	Unclassified	bacteria	known	694	train	train
PV550976_30	depolymerase	1	PX577203_39	Unclassified	bacteria	known	177	train	train
PP174318_13	depolymerase	1	PP174318_13	Autoscriptoviridae	bacteria	known	852	train	train
PP763255_44	depolymerase	1	PP174318_13	Autoscriptoviridae	bacteria	known	852	train	train
MK089780_48	depolymerase	1	PP174318_13	Autoscriptoviridae	bacteria	known	852	train	train
ON513429_45	depolymerase	1	PP174318_13	Autoscriptoviridae	bacteria	known	852	train	train
PQ382035_46	depolymerase	1	PP174318_13	Unclassified	bacteria	known	852	train	train
NC_047772_46	depolymerase	1	NC_047772_46	Autotranscriptaviridae	bacteria	known	844	test	test
PP554576_13	depolymerase	1	NC_047772_46	Unclassified	bacteria	known	844	test	train
OZ035777_44	depolymerase	1	NC_047772_46	Autotranscriptaviridae	bacteria	predicted	844	test	test
OZ035736_43	depolymerase	1	NC_047772_46	Autotranscriptaviridae	bacteria	predicted	844	test	test
OZ035820_42	depolymerase	1	NC_047772_46	Autotranscriptaviridae	bacteria	predicted	844	test	test
PQ182779_226	depolymerase	1	PQ182779_226	Unclassified	bacteria	known	740	test	train
PV112478_193	depolymerase	1	PQ182779_226	Unclassified	bacteria	known	662	test	train
MN871449_117	depolymerase	1	PQ182779_226	Unclassified	bacteria	known	662	test	train
MN871453_71	depolymerase	1	PQ182779_226	Unclassified	bacteria	known	662	test	train
NC_061421_305	depolymerase	1	PQ182779_226	Chimalliviridae	bacteria	known	662	test	train
PQ308734_53	depolymerase	1	PQ308734_53	Unclassified	bacteria	known	649	train	train
PQ657801_7	depolymerase	1	PQ308734_53	Unclassified	bacteria	known	645	train	train
OR532883_11	depolymerase	1	PQ308734_53	Unclassified	bacteria	known	645	train	train
