protein_id,category,host_raw,host_domain,genome_genus,genome_family,protein_length,best_evalue,n_pfam,n_cdd,n_superfamily,cazy_layer,tmhmm_predhel_approx,signal_peptide_approx,genome_completeness,genome_checkv_quality,fold_homolog,mean_plddt,n_pockets,substrate_inferred,novelty,transfer_value,total_score
PV329693_39,lysin,Pseudomonas,bacteria,Unclassified,Autotranscriptaviridae,1327,1.10e-198,1,1,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.441,CRKP/PA/AB 临床重点菌,0.7874
PP496435_38,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,2.10e-176,1,1,1,GH23,0,no,90.75,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.44,CRKP/PA/AB 临床重点菌,0.7873
PV565045_40,lysin,Pseudomonas,bacteria,Unclassified,Unclassified,1327,1.10e-198,1,1,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.44,CRKP/PA/AB 临床重点菌,0.7873
NC_047981_45,lysin,Pseudomonas,bacteria,Pijolavirus,Autotranscriptaviridae,1328,2.30e-204,1,1,1,GH23,2,no,93.77,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.439,CRKP/PA/AB 临床重点菌,0.7872
NC_015208_41,lysin,Pseudomonas,bacteria,Troedvirus,Autotranscriptaviridae,1327,1.10e-198,1,1,1,GH23,0,no,92.18,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.438,CRKP/PA/AB 临床重点菌,0.787
OR637327_227,holin,Klebsiella,bacteria,Pseudotevenvirus,Straboviridae,215,4.00e-53,1,0,0,none,1,yes,100.0,Complete,,,,膜成孔（内溶素协同，推断）,0.479,CRKP/PA/AB 临床重点菌,0.7869
PP738789_263,holin,Klebsiella,bacteria,Unclassified,Unclassified,215,4.00e-53,1,0,0,none,1,yes,90.64,High-quality,,,,膜成孔（内溶素协同，推断）,0.479,CRKP/PA/AB 临床重点菌,0.7869
MH179475_44,lysin,Pseudomonas,bacteria,Pfluvirus,Autotranscriptaviridae,1334,9.10e-180,1,1,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.437,CRKP/PA/AB 临床重点菌,0.7869
NC_047965_8,lysin,Pseudomonas,bacteria,Pfluvirus,Autotranscriptaviridae,1334,9.10e-180,1,1,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.434,CRKP/PA/AB 临床重点菌,0.7864
MH179478_7,lysin,Pseudomonas,bacteria,Pfluvirus,Autotranscriptaviridae,1334,9.10e-180,1,1,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.434,CRKP/PA/AB 临床重点菌,0.7864
OR532806_84,lysin,Klebsiella,bacteria,Unclassified,Unclassified,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,96.83,High-quality,AF-A0A396RYG3-F1,95.4,18,肽聚糖（推断）,0.52,CRKP/PA/AB 临床重点菌,0.7861
PP889458_61,holin,Klebsiella,bacteria,Unclassified,Unclassified,215,4.00e-53,1,0,0,none,1,yes,91.96,High-quality,,,,膜成孔（内溶素协同，推断）,0.472,CRKP/PA/AB 临床重点菌,0.7858
PV425437_61,holin,Klebsiella,bacteria,Pseudotevenvirus,Straboviridae,215,4.00e-53,1,0,0,none,1,yes,91.31,High-quality,,,,膜成孔（内溶素协同，推断）,0.472,CRKP/PA/AB 临床重点菌,0.7858
PP496430_39,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.39,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.428,CRKP/PA/AB 临床重点菌,0.7855
PP496420_41,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,94.22,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.428,CRKP/PA/AB 临床重点菌,0.7855
PP496431_41,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,94.24,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.428,CRKP/PA/AB 临床重点菌,0.7855
NC_070936_225,lysin,Klebsiella,bacteria,Nimduovirus,Chimalliviridae,2396,4.40e-26,1,0,1,GH18/19,0,no,86.82,Medium-quality,,,,肽聚糖（推断）,0.642,CRKP/PA/AB 临床重点菌,0.7853
PP496422_38,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.63,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.427,CRKP/PA/AB 临床重点菌,0.7853
PP496424_39,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,94.26,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.427,CRKP/PA/AB 临床重点菌,0.7853
PP496419_40,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.98,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.427,CRKP/PA/AB 临床重点菌,0.7853
PP496434_41,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.79,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.426,CRKP/PA/AB 临床重点菌,0.7852
PP496427_40,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.51,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.426,CRKP/PA/AB 临床重点菌,0.7852
PP496418_40,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.83,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.426,CRKP/PA/AB 临床重点菌,0.7852
PP496426_41,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,94.09,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.426,CRKP/PA/AB 临床重点菌,0.7852
PP496429_38,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.35,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.426,CRKP/PA/AB 临床重点菌,0.7852
MT094431_39,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.425,CRKP/PA/AB 临床重点菌,0.7851
PP496421_39,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.07,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.425,CRKP/PA/AB 临床重点菌,0.7851
NC_015264_39,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,0,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.425,CRKP/PA/AB 临床重点菌,0.7851
PP496433_40,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.7,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.425,CRKP/PA/AB 临床重点菌,0.7851
PP496428_39,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.97,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.425,CRKP/PA/AB 临床重点菌,0.7851
PP496425_39,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.12,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.424,CRKP/PA/AB 临床重点菌,0.7849
PP496423_39,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.34,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.424,CRKP/PA/AB 临床重点菌,0.7849
PP496432_41,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.72,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.423,CRKP/PA/AB 临床重点菌,0.7848
PP738761_127,lysin,Klebsiella,bacteria,Unclassified,Unclassified,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,94.95,High-quality,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.502,CRKP/PA/AB 临床重点菌,0.7845
OX335416_182,lysin,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,100.0,Complete,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.502,CRKP/PA/AB 临床重点菌,0.7845
PV987926_20,lysin,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,95.45,High-quality,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.502,CRKP/PA/AB 临床重点菌,0.7845
NC_027292_40,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,91.51,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.421,CRKP/PA/AB 临床重点菌,0.7844
NC_014663_246,holin,Acinetobacter,bacteria,Acajnonavirus,Straboviridae,226,2.20e-57,1,0,0,none,2,yes,86.54,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.462,CRKP/PA/AB 临床重点菌,0.7843
PZ055574.1_42,lysin,Pseudomonas,bacteria,Unclassified,Unclassified,1332,6.40e-181,1,1,1,GH23,0,no,94.11,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.419,CRKP/PA/AB 临床重点菌,0.7842
OU509534_56,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.46,CRKP/PA/AB 临床重点菌,0.784
PV037722_21,lysin,Pseudomonas,bacteria,Unclassified,Unclassified,1332,6.40e-181,1,1,1,GH23,0,no,93.77,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.418,CRKP/PA/AB 临床重点菌,0.784
PQ362313_49,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.459,CRKP/PA/AB 临床重点菌,0.7839
NC_022343_19,lysin,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,96.57,High-quality,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.498,CRKP/PA/AB 临床重点菌,0.7839
PP738768_135,lysin,Klebsiella,bacteria,Unclassified,Unclassified,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,95.12,High-quality,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.498,CRKP/PA/AB 临床重点菌,0.7839
PV683293_24,lysin,Klebsiella,bacteria,Unclassified,Ackermannviridae,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,93.88,High-quality,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.498,CRKP/PA/AB 临床重点菌,0.7839
PQ656107_42,lysin,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,96.23,High-quality,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.498,CRKP/PA/AB 临床重点菌,0.7839
PQ368523_124,lysin,Klebsiella,bacteria,Unclassified,Unclassified,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,95.16,High-quality,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.498,CRKP/PA/AB 临床重点菌,0.7839
OR387546_134,lysin,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,100.0,Complete,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.498,CRKP/PA/AB 临床重点菌,0.7839
NC_021062_41,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1332,6.40e-181,1,1,1,GH23,0,no,93.7,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.416,CRKP/PA/AB 临床重点菌,0.7837
PQ394119_47,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,92.15,High-quality,,,,荚膜多糖（推断）,0.457,CRKP/PA/AB 临床重点菌,0.7835
PP889474_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,93.54,High-quality,,,,荚膜多糖（推断）,0.457,CRKP/PA/AB 临床重点菌,0.7835
OQ716796_47,lysin,Pseudomonas,bacteria,Phutvirus,Autotranscriptaviridae,1335,1.20e-181,1,0,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.415,CRKP/PA/AB 临床重点菌,0.7835
ON602748_34,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,90.98,High-quality,,,,荚膜多糖（推断）,0.456,CRKP/PA/AB 临床重点菌,0.7834
OR532843_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,94.41,High-quality,,,,荚膜多糖（推断）,0.456,CRKP/PA/AB 临床重点菌,0.7834
NC_031246_50,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.456,CRKP/PA/AB 临床重点菌,0.7834
MZ634341_81,lysin,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,100.0,Complete,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.494,CRKP/PA/AB 临床重点菌,0.7833
OM131411_7,lysin,Pseudomonas,bacteria,Pijolavirus,Autotranscriptaviridae,1338,4.80e-186,1,0,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.413,CRKP/PA/AB 临床重点菌,0.7833
PQ678706_30,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,92.87,High-quality,,,,荚膜多糖（推断）,0.454,CRKP/PA/AB 临床重点菌,0.7831
OR532900_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,95.27,High-quality,,,,荚膜多糖（推断）,0.454,CRKP/PA/AB 临床重点菌,0.7831
NC_028670_54,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.454,CRKP/PA/AB 临床重点菌,0.7831
OR532831_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,92.32,High-quality,,,,荚膜多糖（推断）,0.452,CRKP/PA/AB 临床重点菌,0.7828
OR532837_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,93.57,High-quality,,,,荚膜多糖（推断）,0.452,CRKP/PA/AB 临床重点菌,0.7828
PQ678705_1,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,93.61,High-quality,,,,荚膜多糖（推断）,0.452,CRKP/PA/AB 临床重点菌,0.7828
PP934444_49,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,0,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.452,CRKP/PA/AB 临床重点菌,0.7828
OR532832_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,94.03,High-quality,,,,荚膜多糖（推断）,0.452,CRKP/PA/AB 临床重点菌,0.7828
OQ734493_19,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.452,CRKP/PA/AB 临床重点菌,0.7828
OQ871562_48,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,95.59,High-quality,,,,荚膜多糖（推断）,0.451,CRKP/PA/AB 临床重点菌,0.7827
OR532888_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,92.93,High-quality,,,,荚膜多糖（推断）,0.451,CRKP/PA/AB 临床重点菌,0.7827
PP889484_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,2,"PL(K1_lyase,family待dbCAN)",0,yes,92.46,High-quality,,,,荚膜多糖（推断）,0.451,CRKP/PA/AB 临床重点菌,0.7827
PX979745.1_53,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,96.07,High-quality,,,,荚膜多糖（推断）,0.451,CRKP/PA/AB 临床重点菌,0.7827
OR532830_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,92.22,High-quality,,,,荚膜多糖（推断）,0.451,CRKP/PA/AB 临床重点菌,0.7827
PX979744.1_52,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,94.97,High-quality,,,,荚膜多糖（推断）,0.451,CRKP/PA/AB 临床重点菌,0.7827
OY979411_8,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.451,CRKP/PA/AB 临床重点菌,0.7827
PP663283_52,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,94.95,High-quality,,,,荚膜多糖（推断）,0.451,CRKP/PA/AB 临床重点菌,0.7827
MK033137_44,lysin,Pseudomonas,bacteria,Unosvirus,Autotranscriptaviridae,1331,1.20e-189,1,1,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.408,CRKP/PA/AB 临床重点菌,0.7825
NC_025418_53,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,94.89,High-quality,,,,荚膜多糖（推断）,0.449,CRKP/PA/AB 临床重点菌,0.7823
OX335379_1,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.449,CRKP/PA/AB 临床重点菌,0.7823
PP836776_47,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,2,"PL(K1_lyase,family待dbCAN)",0,yes,90.25,High-quality,,,,荚膜多糖（推断）,0.449,CRKP/PA/AB 临床重点菌,0.7823
OR532838_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,94.22,High-quality,,,,荚膜多糖（推断）,0.449,CRKP/PA/AB 临床重点菌,0.7823
OX335428_53,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.449,CRKP/PA/AB 临床重点菌,0.7823
OP485124_42,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1331,1.20e-189,1,1,1,GH23,0,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.407,CRKP/PA/AB 临床重点菌,0.7823
ON109291_41,lysin,Pseudomonas,bacteria,Pifdecavirus,Autotranscriptaviridae,1331,1.20e-189,1,1,1,GH23,1,no,91.44,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.407,CRKP/PA/AB 临床重点菌,0.7823
NC_047873_43,lysin,Pseudomonas,bacteria,Unosvirus,Autotranscriptaviridae,1331,1.20e-189,1,1,1,GH23,0,no,91.15,High-quality,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.407,CRKP/PA/AB 临床重点菌,0.7823
NC_049492_239,holin,Acinetobacter,bacteria,Lazarusvirus,Straboviridae,244,8.40e-58,1,0,0,none,2,no,85.34,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
OL763420_49,holin,Acinetobacter,bacteria,Lazarusvirus,Straboviridae,244,8.40e-58,1,0,0,none,2,no,83.6,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
NC_049493_239,holin,Acinetobacter,bacteria,Lazarusvirus,Straboviridae,244,8.40e-58,1,0,0,none,2,no,83.77,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
PQ885451_66,holin,Acinetobacter,bacteria,Unclassified,Unclassified,244,8.40e-58,1,0,0,none,2,no,84.85,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
PX946178.1_21,holin,Acinetobacter,bacteria,Unclassified,Unclassified,244,8.40e-58,1,0,0,none,2,no,83.8,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
PV081574_6,holin,Acinetobacter,bacteria,Lazarusvirus,Straboviridae,244,8.40e-58,1,0,0,none,2,no,84.07,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
OV298649_76,holin,Acinetobacter,bacteria,Unclassified,Unclassified,244,8.40e-58,1,0,0,none,2,no,83.47,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
OR608380_69,holin,Acinetobacter,bacteria,Unclassified,Unclassified,244,8.40e-58,1,0,0,none,2,no,85.16,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
OZ075066_125,holin,Acinetobacter,bacteria,Unclassified,Unclassified,244,8.40e-58,1,0,0,none,2,no,100.0,Complete,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
OL770259_242,holin,Acinetobacter,bacteria,Lazarusvirus,Straboviridae,244,8.40e-58,1,0,0,none,2,no,84.8,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
NC_049438_243,holin,Acinetobacter,bacteria,Lazarusvirus,Straboviridae,244,8.40e-58,1,0,0,none,2,no,84.27,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.448,CRKP/PA/AB 临床重点菌,0.7822
PX670405.1_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,95.38,High-quality,,,,荚膜多糖（推断）,0.446,CRKP/PA/AB 临床重点菌,0.7819
PP882722_23,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,100.0,Complete,,,,荚膜多糖（推断）,0.446,CRKP/PA/AB 临床重点菌,0.7819
ON809559_34,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,94.97,High-quality,,,,荚膜多糖（推断）,0.445,CRKP/PA/AB 临床重点菌,0.7818
PQ530295_5,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,93.87,High-quality,,,,荚膜多糖（推断）,0.445,CRKP/PA/AB 临床重点菌,0.7818
PQ133006_50,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,93.45,High-quality,,,,荚膜多糖（推断）,0.445,CRKP/PA/AB 临床重点菌,0.7818
PQ133005_50,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,93.65,High-quality,,,,荚膜多糖（推断）,0.445,CRKP/PA/AB 临床重点菌,0.7818
OP924544_41,lysin,Pseudomonas,bacteria,Pijolavirus,Autotranscriptaviridae,1328,2.30e-204,1,1,1,GH23,1,no,100.0,Complete,AF-A0A1H7ARN7-F1,64.2,98,肽聚糖（推断）,0.403,CRKP/PA/AB 临床重点菌,0.7817
PX670403.1_7,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,653,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",1,yes,95.37,High-quality,,,,荚膜多糖（推断）,0.444,CRKP/PA/AB 临床重点菌,0.7816
PP974338_100,lysin,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,265,9.90e-16,2,0,1,CBM(class);GH(class),0,no,96.1,High-quality,AF-A0A9E0VSY1-F1,96.1,15,肽聚糖（推断）,0.483,CRKP/PA/AB 临床重点菌,0.7816
PV231795_49,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,652,4.30e-51,3,0,1,"PL(K1_lyase,family待dbCAN)",0,yes,92.6,High-quality,,,,荚膜多糖（推断）,0.443,CRKP/PA/AB 临床重点菌,0.7814
